instances_size_10/test_1.txt,27
instances_size_10/test_10.txt,34
instances_size_10/test_11.txt,24
instances_size_10/test_12.txt,41
instances_size_10/test_13.txt,39
instances_size_10/test_14.txt,55
instances_size_10/test_15.txt,27
instances_size_10/test_16.txt,63
instances_size_10/test_17.txt,38
instances_size_10/test_18.txt,80
instances_size_10/test_19.txt,50
instances_size_10/test_2.txt,57
instances_size_10/test_20.txt,67
instances_size_10/test_21.txt,32
instances_size_10/test_22.txt,54
instances_size_10/test_23.txt,21
instances_size_10/test_24.txt,46
instances_size_10/test_25.txt,39
instances_size_10/test_26.txt,26
instances_size_10/test_27.txt,31
instances_size_10/test_28.txt,42
instances_size_10/test_29.txt,30
instances_size_10/test_3.txt,44
instances_size_10/test_30.txt,48
instances_size_10/test_31.txt,44
instances_size_10/test_32.txt,50
instances_size_10/test_33.txt,33
instances_size_10/test_34.txt,43
instances_size_10/test_35.txt,40
instances_size_10/test_36.txt,51
instances_size_10/test_37.txt,41
instances_size_10/test_38.txt,36
instances_size_10/test_39.txt,49
instances_size_10/test_4.txt,33
instances_size_10/test_40.txt,35
instances_size_10/test_41.txt,63
instances_size_10/test_42.txt,75
instances_size_10/test_43.txt,43
instances_size_10/test_44.txt,38
instances_size_10/test_45.txt,32
instances_size_10/test_46.txt,57
instances_size_10/test_47.txt,41
instances_size_10/test_48.txt,66
instances_size_10/test_49.txt,32
instances_size_10/test_5.txt,58
instances_size_10/test_50.txt,50
instances_size_10/test_6.txt,33
instances_size_10/test_7.txt,42
instances_size_10/test_8.txt,26
instances_size_10/test_9.txt,60
